0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
-405.8760070800781,27.12164306640625,-42.24820327758789,-0.34693771600723267,-33.40462875366211,4.665828227996826,-17.678110122680664,2.7751901149749756,-8.659680366516113,-9.639954566955566,-9.528885841369629,2.9254961013793945,12.073722839355469,0.16396772861480713,0.2081994265317917,0.42490851879119873,0.49235180020332336,0.4269256293773651,0.3479864001274109,0.4111858010292053,0.3697974979877472,0.21551653742790222,0.16927936673164368,0.16711308062076569,0.1702391356229782,23.87110178943739,11.627358865762325,18.84704426445582,20.870902753966693,20.977026658234916,20.445298679871847,16.75217407904758,0.24776656539351852,belly_pain
-383.83685302734375,38.426849365234375,-19.573413848876953,-8.295806884765625,-19.087879180908203,-19.339635848999023,-16.694019317626953,-14.295869827270508,-14.658415794372559,-14.466267585754395,-15.466559410095215,-7.020198822021484,-10.439179420471191,0.3101411759853363,0.3010374903678894,0.31576111912727356,0.3649698495864868,0.4323086440563202,0.5278016924858093,0.5378573536872864,0.48725396394729614,0.39132535457611084,0.3456796705722809,0.3254300057888031,0.29599887132644653,13.786044331111244,13.351325357999798,19.26203849177438,18.38019261931463,19.045890088240792,17.408910962786297,16.045520569976844,0.2068270596590909,belly_pain
-304.1750793457031,41.77836608886719,-26.645771026611328,-17.834064483642578,-29.084251403808594,-16.714412689208984,-19.668498992919922,-15.114858627319336,-17.23432731628418,-9.661561012268066,-10.691088676452637,-6.565114974975586,-10.446558952331543,0.36409568786621094,0.32136109471321106,0.4237675666809082,0.5475420951843262,0.5059787631034851,0.332095742225647,0.29193177819252014,0.4674452245235443,0.40983638167381287,0.36809462308883667,0.3496825695037842,0.3966418206691742,14.482410318437577,13.389571228027348,17.419238659478218,16.986132144684067,17.294632029424108,16.15891525301593,15.606232362232236,0.21482155539772727,belly_pain
-252.5374755859375,35.87653732299805,-35.22908401489258,-20.08747100830078,-29.121030807495117,-21.32464027404785,-22.387121200561523,-8.064094543457031,-21.7066650390625,-13.885672569274902,-8.50555419921875,-0.13246852159500122,-0.6432791352272034,0.31026357412338257,0.3011133670806885,0.31613072752952576,0.38545018434524536,0.3875831961631775,0.4236663579940796,0.379886656999588,0.4866786599159241,0.5506422519683838,0.5381600260734558,0.37623539566993713,0.3069043457508087,13.619638092597988,14.10406887435616,17.41691145760525,19.308652447801457,18.05370809736968,17.02303260034262,16.483730744714222,0.23513849431818182,belly_pain
-171.50912475585938,41.75074005126953,-15.136597633361816,-21.78959083557129,-37.22489929199219,-26.0839900970459,-20.842267990112305,-14.546900749206543,-14.981940269470215,-10.887065887451172,-10.158533096313477,-4.346590518951416,-6.528755187988281,0.27246129512786865,0.33074161410331726,0.2800557315349579,0.2557196617126465,0.2750856876373291,0.29313382506370544,0.3068033754825592,0.3655256927013397,0.5434159636497498,0.6467549204826355,0.5463430881500244,0.40202775597572327,13.473285532145782,15.39302287277864,16.166825713646066,18.48405668121994,16.379500968497194,15.469912310311653,15.672255077261687,0.20705344460227273,belly_pain
-253.0128173828125,12.286332130432129,-23.774856567382812,-21.095436096191406,-25.712902069091797,-8.218642234802246,-15.896547317504883,-3.5401499271392822,-15.873190879821777,-9.256998062133789,-9.103107452392578,-4.828219413757324,-2.453319787979126,0.304691344499588,0.3149218261241913,0.3578244149684906,0.40877392888069153,0.5370967388153076,0.5545187592506409,0.5338491797447205,0.4734821915626526,0.3955165147781372,0.3964706063270569,0.37586861848831177,0.3644546568393707,12.401685906206518,13.357827523212968,17.062722270898533,19.2642930998898,17.81143491378837,16.60882811440644,15.729509457850009,0.2911088423295455,belly_pain
-286.06768798828125,35.96877670288086,-8.508418083190918,-21.856731414794922,-26.968074798583984,-26.799406051635742,-24.480300903320312,-19.031469345092773,-16.214439392089844,-14.59510612487793,-7.191837787628174,7.34165096282959,5.705967426300049,0.13851651549339294,0.16379490494728088,0.118573859333992,0.21735762059688568,0.27516669034957886,0.30036720633506775,0.35086390376091003,0.38380753993988037,0.3759846091270447,0.4417187571525574,0.3482229709625244,0.1997460573911667,12.749861702842159,13.126699747148445,20.354581319354846,22.39768260097725,18.462277815540396,15.209704214768609,15.733033895769026,0.18448597301136363,belly_pain
-374.42974853515625,62.808082580566406,-15.663871765136719,-15.97738265991211,-25.642393112182617,-19.057483673095703,-22.40447235107422,-15.582700729370117,-8.043989181518555,-8.95585823059082,-9.61336898803711,-3.2104413509368896,-2.4101340770721436,0.26705992221832275,0.3619528114795685,0.37270984053611755,0.33244141936302185,0.31085404753685,0.3129284679889679,0.47779837250709534,0.3943970203399658,0.3011152744293213,0.33220818638801575,0.23002251982688904,0.2715184688568115,13.933828275430253,12.657177964975595,20.604180489922978,18.210896443754418,17.893927646740412,15.639141867250972,14.512588868308082,0.15779030539772726,belly_pain
-283.2803649902344,18.541217803955078,0.6882137656211853,-34.205196380615234,-21.659469604492188,-24.454397201538086,-19.10822105407715,-14.698356628417969,-15.293091773986816,-8.801238059997559,-2.722259998321533,9.429682731628418,11.1241455078125,0.17647849023342133,0.16453701257705688,0.19277732074260712,0.2511657476425171,0.23918773233890533,0.22474387288093567,0.27418485283851624,0.40051180124282837,0.366850882768631,0.426788330078125,0.269924521446228,0.16830739378929138,11.55127197177352,13.001110014461045,21.302387187810783,24.01618249541109,18.79936580352751,16.64223165946428,16.380286602795746,0.186767578125,belly_pain
-119.30599212646484,28.296003341674805,-32.92665100097656,-32.281368255615234,-23.559890747070312,-12.247207641601562,-2.1667656898498535,-4.802994728088379,-10.814644813537598,-7.158371925354004,-10.734648704528809,-1.1721163988113403,3.5531933307647705,0.23688748478889465,0.26830965280532837,0.25279906392097473,0.21868926286697388,0.2761417627334595,0.40641218423843384,0.5174997448921204,0.32993218302726746,0.24511153995990753,0.26858147978782654,0.2987160086631775,0.22208161652088165,13.508633088877431,12.836706448216974,22.42857039218775,23.919850941775373,22.27897002873747,18.902454419831862,17.25366212781092,0.21594016335227273,belly_pain
-303.52203369140625,28.625192642211914,-41.92399215698242,11.03619384765625,-54.666358947753906,25.68219757080078,-11.044602394104004,-6.616596221923828,-5.2556915283203125,-9.441169738769531,-14.11290454864502,-2.9811768531799316,1.635009527206421,0.52010577917099,0.44371774792671204,0.36408546566963196,0.32024437189102173,0.31681331992149353,0.3735055923461914,0.42598477005958557,0.3208921551704407,0.2685168981552124,0.2991126477718353,0.3368486166000366,0.4144759774208069,28.02145879476632,10.851922929541795,19.681270517388928,21.262240001823553,21.140803031384216,23.194391916605515,16.885575432271853,0.2983127170138889,belly_pain
-303.2865295410156,57.47052764892578,-3.897273302078247,-3.6200900077819824,-22.772476196289062,2.993504524230957,-11.351922035217285,-14.61264705657959,-28.03319549560547,-2.375576972961426,-10.980384826660156,5.603648662567139,1.424867868423462,0.18768854439258575,0.1865687072277069,0.23113788664340973,0.3213658332824707,0.3412347435951233,0.3186563551425934,0.35532864928245544,0.3982911705970764,0.501476526260376,0.5115336775779724,0.3557281792163849,0.19298294186592102,27.59755187228633,13.796920626739986,16.3267561707487,18.57357708596624,20.490095453343063,18.82166276422197,17.127293073381402,0.21223659690366972,belly_pain
-239.97352600097656,19.460601806640625,-25.533910751342773,-16.448623657226562,-19.37860679626465,-11.19351577758789,-21.968482971191406,-10.154884338378906,-16.29387855529785,-4.471653938293457,-2.4285240173339844,6.2981977462768555,-7.384390354156494,0.32330718636512756,0.30194833874702454,0.2684037685394287,0.2507457137107849,0.29555901885032654,0.3194586932659149,0.34128737449645996,0.4021793007850647,0.4731801152229309,0.529119074344635,0.5715917348861694,0.3483506143093109,12.85131241778743,12.534170912309314,15.208047560911975,18.72298758812396,18.465770300407357,18.031882699207415,17.058492517052,0.3201393821022727,belly_pain
-251.53402709960938,-11.82138729095459,-54.3231086730957,-6.636455059051514,-14.840373039245605,9.444462776184082,-25.30353355407715,3.6042187213897705,-15.694830894470215,-6.615175247192383,-3.269646406173706,7.3476104736328125,4.958764553070068,0.25881654024124146,0.2674119770526886,0.34093019366264343,0.44869446754455566,0.3516714572906494,0.3345656394958496,0.2940688729286194,0.2960987985134125,0.32879942655563354,0.3242642283439636,0.2970377206802368,0.2385529726743698,26.994603171927448,10.863954949582235,18.295537706467982,20.665172727932287,21.414233146947332,20.095646979393177,19.503231096394565,0.38395334404205606,belly_pain
-197.4916229248047,-28.51447105407715,-62.22749328613281,-15.014233589172363,-14.980997085571289,16.254419326782227,-28.146575927734375,4.547149181365967,-16.77309226989746,-11.457951545715332,1.6232516765594482,11.589241027832031,4.917679309844971,0.16343560814857483,0.21818621456623077,0.31895485520362854,0.4545678496360779,0.48270365595817566,0.3863455057144165,0.21113675832748413,0.19514913856983185,0.30269870162010193,0.28866711258888245,0.2288268655538559,0.23490998148918152,25.532666210275412,10.974927782861016,16.503571976133806,19.657816609998594,21.01816515002697,20.50220194916128,18.50487664968089,0.4272232768691589,belly_pain
-48.0241813659668,-67.31608581542969,-35.055519104003906,1.9062963724136353,-26.182191848754883,15.687546730041504,-39.6634521484375,10.161190032958984,-8.019353866577148,-13.51321029663086,-5.074636936187744,3.2686846256256104,-3.407992362976074,0.26004230976104736,0.48719334602355957,0.6432005167007446,0.59746915102005,0.5190496444702148,0.37517249584198,0.22599172592163086,0.1487136334180832,0.1030397117137909,0.08563647419214249,0.050127848982810974,0.09083301573991776,25.96796653297679,10.363314126337274,17.415584047030727,17.74910144679224,18.928030883965402,20.35620653446289,18.23279326034872,0.5503614193925234,belly_pain
-78.3475341796875,-62.096065521240234,-29.125001907348633,-16.69986343383789,-8.410231590270996,11.04984188079834,-29.987730026245117,4.127788543701172,-5.343027114868164,-3.182529926300049,-6.297068119049072,-0.08937759697437286,-5.571544170379639,0.19678077101707458,0.2275056689977646,0.40235599875450134,0.460195928812027,0.5218856930732727,0.5604606866836548,0.4071086347103119,0.23939645290374756,0.19978231191635132,0.16496293246746063,0.17766839265823364,0.24238072335720062,25.71366239205618,11.326968475011276,14.711958600261687,18.510839693083085,20.408228761243027,20.566887843138886,17.74250670752503,0.5007533482142857,burping
