0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.6446282912790573,0.35285781395384985,0.6203461256827039,0.6970958570382223,0.5337405542899777,0.48893919219507753,0.6701097269604058,0.16681233585459426,0.38668288652178345,0.4913533443958383,0.8495819113016019,0.6032838220965414,0.1559595155858181,0.5777441795602769,0.30126625419580505,0.23828947191439137,0.22583881445224346,0.26693007256739765,0.2855268818099026,0.2247419959593635,0.13238663692717373,0.2720017545687223,0.46435692085288993,0.6089407174742203,0.6953723091108248,0.0771464825486382,0.23785904919494294,0.1364305882790433,0.4710040287466255,0.5539312748730538,0.6529078222850571,0.31777533201447405,0.5192582420138976
0.6239447145777995,0.39178294044027007,0.704814104597453,0.6016685166687732,0.5879023215309581,0.5970309869400106,0.6573716261787155,0.2619819429072216,0.44952609958732187,0.39684524308466507,0.38314458470118185,0.4070431509135988,0.41324290750397036,0.4266583910702071,0.3697906072189119,0.41206840470777106,0.35715866342111097,0.3315979066524068,0.4067172649469527,0.400999853947726,0.48777539287806143,0.5419673206116363,0.48182045194784473,0.528313153605677,0.512551552197801,0.5456125299730044,0.1947259923072292,0.295706105449542,0.3571249643299217,0.2965298088993644,0.37023525236999766,0.4426041239654992,0.43226845057481367
0.7125966957526818,0.422280528220222,0.3615548901432348,0.3765736524602268,0.5388109021032201,0.685973985487522,0.6017871816934316,0.2970087045199634,0.34457253121130405,0.08560376060832281,0.3367180628173902,0.5278890493476238,0.8550904735985569,0.26246043186605045,0.2047739135692166,0.15712545548446938,0.08730373052026423,0.13506720994452542,0.27409825874689503,0.3953944909859188,0.6086753262558202,0.5552215204899824,0.3869202408718614,0.37962419612125975,0.23086071418095666,0.10547625329666177,0.44416043278562267,0.41738277166856175,0.577693361799275,0.6033296177071306,0.34480294638922704,0.22049510846412002,0.2725925591111383
0.6483798488223629,0.24841943288399893,0.750201318112445,0.19713282210748712,0.6579927816937007,0.8086971211050804,0.0,0.6378868957354225,0.4382710227931898,0.35690474788181903,0.34857113030684106,0.7241239886259337,0.6015288593341056,0.22238849258261068,0.5388147620679077,0.33869719821082034,0.4884853319283723,0.5369808593268747,0.5878369365192498,0.7802698983688918,0.6424123115281732,0.8175734551744679,0.36818175114226753,0.2832641180493033,0.1297826647534615,0.5370190078252104,0.06643830501678671,0.4142099909667404,0.3346802207379269,0.5530171448242751,0.7263060448256258,0.881746139690605,0.8342642736814777
0.7885889689561956,0.51224522476607,0.3712061921303404,0.44909639234788223,0.3188601505418871,0.47976713007230387,0.7786489945293698,0.44411533048577156,0.7144574795555009,0.5319069732641251,0.35379702906346694,0.41593938087319093,0.25328990574613786,0.5304048760992698,0.49841496539230634,0.4953494818722174,0.5268001529373366,0.4946453076475399,0.45375578424864155,0.3842251393882296,0.4129528506075852,0.49709970735009207,0.3791692340011645,0.43186511595672883,0.5009681477809753,0.589103212365419,0.2520578616279249,0.1532266638617341,0.41399466662290507,0.34283693993754016,0.4955152374142817,0.21892750527352756,0.36738050323005633
0.878567490822002,0.5184874988481909,0.46890252698497686,0.5889158089915011,0.2657396673382779,0.5432341746212324,0.37138989325562544,0.48774297355206764,0.22380430103962706,0.472401241697401,0.3974456137263004,0.4515172573304016,0.32485066884771796,0.3264834081525833,0.2571663565297811,0.2342689022979873,0.2702316409348877,0.30269620895520816,0.22235500341462117,0.23705684274551447,0.27979553763178,0.28556393472467745,0.24898707040209317,0.32612686008147584,0.3018149869778203,0.4938722877189496,0.3054746718157647,0.398637469719205,0.4410113438233929,0.4234166811856306,0.42389705128242716,0.5000526403920365,0.26292064503072105
0.6304988288669617,0.5585355269985897,0.6410201335433696,0.781687654569915,0.5010648424067099,0.5477893735816652,0.44811592745013856,0.6027876486230415,0.6367256364785742,0.469851382015964,0.5191816394055703,0.46317081402857335,0.27219609633689423,0.960491076196296,0.9993798157988434,0.7957914554452192,0.5580413567026529,0.565631139637365,0.47687618026322093,0.4274747701867357,0.36111405425440996,0.4090573886330642,0.26841952775764766,0.409938721293875,0.5842550682110179,0.8105591977717752,0.27253871641242877,0.07951988596503656,0.1951941961859206,0.04233233755663823,0.17165461055915898,0.2462840607570378,0.31013444200167595
0.6061984020283755,0.4019627890692745,0.5959284980719457,0.428905352073643,0.46150416452611315,0.554448199420814,0.45614262052182053,0.5378900876142303,0.458948250675367,0.22945063370709223,0.38970892530967194,0.6080762255012261,0.5945262406372194,0.2202610132861355,0.24239519724482,0.3181896750406461,0.36931202005712005,0.5539320138237182,0.5791715823083187,0.546365386293133,0.41630428516008217,0.46362483479233624,0.34594813716233086,0.351225864308777,0.25304970649603864,0.5344081789558592,0.17573756510142935,0.332752086249298,0.33291768165911817,0.33581260448590844,0.3533425238957135,0.4527290573613969,0.4058603836813819
0.6681126998286736,0.5439721145265913,0.7351330909452071,0.5506386460450168,0.6047185967519335,0.8459004744175634,0.4746060838116962,0.8207513774133246,0.5675395524702684,0.2703848805730248,0.44582251151155877,0.11954428382000337,0.3424222162103423,0.4985819096312726,0.7354740615840046,0.8198427001227453,0.7939629607593554,0.9069007868448289,0.9255638588764246,0.36503102046861535,0.2531553225559438,0.27389763316075644,0.30614026394443267,0.2474413352295919,0.23530635824677643,0.9377299183707932,0.26683776257849867,0.1895967517000574,0.23587212969776772,0.254324442030045,0.5034135615106059,0.36098310402878764,0.2965544264739153
0.9119463012944679,0.21980128699139978,0.5761460374122792,0.5068178257592163,0.3898111869010806,0.7719765347742931,0.21341592914973562,0.6867083098151064,0.35108836711549074,0.40197591770676877,0.29212910481005333,0.46643049710781814,0.6377169587092093,0.3110105359100753,0.5790218932009485,0.45547650595264333,0.38850554961375483,0.7725543357814821,0.5637033354248376,0.4696554889513724,0.286550337595965,0.30582901537110757,0.1911617120622181,0.1865962216220666,0.15228559969431382,0.44986362520811446,0.1736748796911497,0.45060384108090046,0.48197292004644665,0.6336831579999691,0.6633570720302158,0.9249990745128858,0.7254102393147671
0.713143393744629,0.4238857579798474,0.32485216891823876,0.45612024263024625,0.3367851839310947,0.4287914307568269,0.7595130201579133,0.7266917593158824,0.7573012408757396,0.406462215951099,0.09948885725700085,0.48106296447854385,0.34666511737954175,0.7166836633621451,0.35095837895816406,0.18759073921962122,0.29791341317855796,0.5477802226367122,0.6854788500211189,0.41546862736405327,0.236675877291168,0.35244886236933787,0.3754651122239082,0.428139565982947,0.5673475176380389,0.550121761322963,0.09157247618560005,0.13072719911933617,0.6212419481948874,0.61148007895652,0.8843150750662518,0.6423233783229017,0.4576215877782056
0.8554087452828889,0.4125331257376802,0.5749985583580235,0.4201980267285367,0.7184070237801072,0.7379821885970729,0.48020007298595324,0.5462984864005894,0.35551913401505353,0.3331333915142246,0.6826678601756919,0.6894151691196402,0.47551384517367745,0.2460822369668248,0.25268574064495036,0.22390435032592337,0.28910971579635003,0.3865973789419573,0.3376834974249709,0.3357426500666789,0.32382548753152307,0.5191399824250174,0.5698134974906313,0.46903655204402506,0.29735373861639486,0.14947530858831487,0.2089609971796197,0.13052625372131132,0.5284694243395376,0.7964904293384274,0.5418967751674879,0.38937936365353965,0.3938533367543501
0.6175611288536148,0.5125161610642989,0.4359596942263693,0.43823017955655935,0.753589409220939,0.6255139997513269,0.49557185848463087,0.5112593831537564,0.4542326861017656,0.2344641593146108,0.41917523368190557,0.44215617991286305,0.34506395970235076,0.3511218651236577,0.42559191360056614,0.4555812310131965,0.4758448887416813,0.336758343873317,0.39613770332034315,0.3428487808813214,0.2857581946876072,0.37560660101944715,0.30829050569619393,0.43168847384731834,0.49344782540807947,0.6219707560302459,0.07565225289522748,0.2721575919898154,0.32806445315114896,0.4606156861617121,0.27111682978745644,0.2664910429494254,0.39356628971737995
0.5814045363616855,0.427124403377526,0.37135261886468623,0.41614649213858085,0.39606667765645975,0.819854632233976,0.6530603146963061,0.624393977826621,0.5320840698640743,0.24184968065060705,0.44289855574796644,0.4706094251533479,0.5302998563313799,0.25868363006217876,0.3389933203008665,0.42657142926024516,0.33209616561857447,0.34186886492454927,0.41840225546150867,0.4912628241496068,0.38431025894517923,0.4668247596057998,0.42046489684495336,0.3497381425319077,0.2887064700643935,0.5632570107338599,0.07680068115391736,0.22506490612183705,0.3742766036884484,0.4453505536912079,0.437721898176177,0.36018778356628167,0.37466583361808936
0.7436854448804382,0.5858016258083831,0.4939709363983031,0.5460723803597337,0.5592791975211961,0.47507196526435214,0.5681315996705268,0.2603727811202386,0.26123136733094515,0.25892298247186335,0.35963344839053696,0.4948437531069893,0.5193030940707849,0.40895225006932057,0.32544340617631456,0.2563345598274253,0.17643791498371414,0.27151969955174926,0.5833008079724362,0.5105718065089899,0.47724388566419035,0.5272173462491838,0.47609635248586646,0.5435273890960771,0.39127030521310874,0.2498890333205553,0.8293684503407522,0.23043445843802823,0.41685134939753965,0.4441143931286038,0.41760924188415194,0.32504190548164047,0.25645227260541004
0.3314929277592872,0.39999025406362304,0.5678800874774593,0.6597872074780579,0.756764470113189,0.4943090248939327,0.8012230821116846,0.480559752305745,0.6040801585366142,0.3536520222158282,0.5235859687652245,0.3868807868492853,0.48352767661463447,0.7488613841359817,0.7500953251063087,0.6995906657375371,0.6520725414308397,0.771820379724311,0.8279916766279648,0.8895601803008206,0.7099124053470317,0.8508614424026587,0.7038345807427827,0.7324618293089786,0.657705672763897,0.4008123016868039,0.12598729517214569,0.21010978108501444,0.18589205032437095,0.17704643765376749,0.3221599189425439,0.13602078430965814,0.47143071884601195
0.807232937066586,0.35563888553110007,0.5642788086353583,0.7043172259433559,0.7062577047074584,0.7556921964992931,0.6946638538794134,0.602560432812523,0.5021096639620422,0.2639426746710902,0.529890188238141,0.4876728244795695,0.2799745749756255,0.39293366363352145,0.31383129896971856,0.2851024466904988,0.3993803040542238,0.4583692022413066,0.37535280590502795,0.3885746379853757,0.41198139628268965,0.43955433297198526,0.3500936233817844,0.4047512349534651,0.3994424130877771,0.5874561998158441,0.058724248832092485,0.05613067861818988,0.1240812266641288,0.3330764480829669,0.4073919881196302,0.3353573681679811,0.5404435534438604
